dynamics,tau,alpha,k_equivalent,tracking_mse,tracking_rmse,tracking_mse_sd,tracking_mse_se,n_games,n_replications
smooth,200,0.1941206741247779,33.722215038292155,0.12344146859668959,0.351342380871835,0.004811089714565466,0.0015214001525436238,40000,10
smooth,200,0.23455863927177067,40.74700908738615,0.13837896129397653,0.37199322748401825,0.0046016623301699386,0.0014551733986334764,40000,10
smooth,200,0.2834203801582724,49.235162864663835,0.160645582457615,0.40080616569311284,0.004579904585903465,0.0014482929957705239,40000,10
smooth,200,0.3424606833431912,59.491514017905914,0.19088865780308487,0.4369080656191699,0.004759858191310531,0.001505199322395076,40000,10
smooth,200,0.4137998811884742,71.88440200495022,0.2302997261714311,0.4798955367279749,0.00512978774503046,0.001622181318751535,40000,10
smooth,200,0.5,86.85889638065036,0.2807031496087352,0.5298142595369959,0.005662744908466252,0.0017907171719275061,40000,10
smooth,400,0.0025,0.43429448190325176,0.7633336517216202,0.8736896770144535,0.002130431797952749,0.0006737016881178332,40000,10
smooth,400,0.003020783854286946,0.5247639035757029,0.7551262335689366,0.8689799960694933,0.0025436354287221214,0.0008043681491860782,40000,10
smooth,400,0.003650054037728276,0.6340793308936296,0.7434574366537147,0.8622397790949538,0.0030179069355879056,0.0009543459682876845,40000,10
smooth,400,0.004410409721777782,0.7661666420402187,0.7271037846660404,0.8527038082863477,0.003552300906771695,0.0011233361799680007,40000,10
smooth,400,0.005329157791334604,0.9257695287873359,0.7046170204370283,0.839414689195411,0.00413893816285508,0.0013088471689214972,40000,10
smooth,400,0.006439293525204423,1.1186198581406475,0.6744637415088433,0.8212574148881965,0.004759091793759983,0.0015049569662097854,40000,10
smooth,400,0.007780685565580791,1.3516435226224077,0.6353181124207037,0.7970684490184665,0.005379042791785982,0.001701002685355456,40000,10
smooth,400,0.009401507732715982,1.633209171955721,0.5865124419181671,0.7658410030274999,0.005948194605843892,0.0018809842920394196,40000,10
smooth,400,0.011359969105976928,1.9734287589268786,0.528548067708708,0.7270131138491988,0.0064030493025029256,0.0020248219766261723,40000,10
smooth,400,0.013726404504213443,2.3845206930207357,0.46344482229814005,0.6807678182009929,0.006679179619660408,0.002112142049950404,40000,10
smooth,400,0.016585800441495827,2.881248643876062,0.3946715187909159,0.6282288745281578,0.0067286926715104285,0.002127799451725612,40000,10
smooth,400,0.020040847273638366,3.481451753442788,0.32655183838190444,0.5714471439966293,0.006535979999310033,0.0020668583539125455,40000,10
smooth,400,0.024215627148174927,4.206685298511579,0.26332656435369617,0.5131535485151556,0.006124482366051528,0.0019367313766259925,40000,10
smooth,400,0.029260070204255792,5.082994811924018,0.20826385115436694,0.4563593443267782,0.005552545247979362,0.001755868979475923,40000,10
smooth,400,0.03535533905932737,6.141851463713753,0.1631723770799863,0.40394600762971566,0.004902619433618449,0.0015503443911238973,40000,10
smooth,400,0.04272033495730271,7.421282294806062,0.12842695195053658,0.35836706314969374,0.004269859849289543,0.0013502482413458245,40000,10
smooth,400,0.05161955923550008,8.96723589370229,0.10336003322212324,0.32149655242649683,0.0037516746834827253,0.0011863837039796698,40000,10
smooth,400,0.06237261244160289,10.835232562111297,0.08676805050960394,0.29456417044441086,0.0034310118184712156,0.0010849812025325212,40000,10
smooth,400,0.07536567224531646,13.092358232427998,0.0773374814483526,0.27809617301996914,0.0033464071104202624,0.0010582268447110613,40000,10
smooth,400,0.09106536235445348,15.819673745223703,0.07391458810316096,0.27187237465980424,0.0034710195280768007,0.0010976327511645458,40000,10
smooth,400,0.11003551051404936,19.115126011863556,0.07563416162913801,0.27501665700305866,0.003735090506394625,0.001181139326707872,40000,10
smooth,400,0.1329573974236247,23.09706561171913,0.08195865058554806,0.28628421295200346,0.00406969399298336,0.0012869502397732727,40000,10
smooth,400,0.16065422377811936,27.908497152514965,0.09267628400426589,0.3044277976865219,0.004430341024324946,0.001400996844815027,40000,10
smooth,400,0.1941206741247779,33.722215038292155,0.10789038060656679,0.3284667115653682,0.004798930334370066,0.001517555018908283,40000,10
smooth,400,0.23455863927177067,40.74700908738615,0.12801735730483516,0.35779513314861505,0.0051777259018455325,0.0016373406949881301,40000,10
smooth,400,0.2834203801582724,49.235162864663835,0.15380263225820184,0.39217678699561226,0.005582648053039981,0.001765388322271083,40000,10
smooth,400,0.3424606833431912,59.491514017905914,0.1863605974621989,0.4316950283037771,0.006038488689900516,0.0019095377885251824,40000,10
smooth,400,0.4137998811884742,71.88440200495022,0.22724526036018405,0.47670248621145667,0.006577115974454063,0.0020798666914352663,40000,10
